source,article_url,title,date,shortened_full_text,combined_text,sentiment_label,sentiment_score
The New York Times,https://www.nytimes.com/2022/05/04/world/middleeast/turkey-syria-million-homes.html,Turkey’s Plan to Draw Refugees Back to Syria: Homes for 1 Million,"May 4, 2022","President Recep Tayyip Erdogan says Turkey will build homes, schools, hospitals and more in northern Syria, but experts question whether refugees will return willingly. BEIRUT, Lebanon — President Recep Tayyip Erdogan of Turkey this week announced a dramatic expansion of his country’s plan to entice refugees from Syria’s civil war to return to their home country by building homes for them in Syria near the Turkish border. Speaking by video link at the inauguration of new cinder block homes in northern Syria intended for returning refugees who had been living in Turkey, Mr. Erdogan said that in addition to the tens of thousands already built, Turkey would construct enough new buildings to house 1 million more refugees. The program, he said, was an extension of Turkey’s initial welcome of millions of Syrians fleeing the war. Turkey is the host of more Syrian refugees, by far, than any other country. Mr. Erdogan’s announcement on Tuesday came amid a grave economic crisis that has hit the wallets of many Turks and fueled widespread anger toward the large number of people displaced from Syria, Afghanistan and elsewhere who now live in Turkey. As the anger has grown, Turkish social media has lit up with furious posts about foreigners flying their flags in Turkish cities, enjoying themselves while Turks struggle to make ends meet and changing the cultural fabric of Turkish communities.","Turkey’s Plan to Draw Refugees Back to Syria: Homes for 1 Million President Recep Tayyip Erdogan says Turkey will build homes, schools, hospitals and more in northern Syria, but experts question whether refugees will return willingly. BEIRUT, Lebanon — President Recep Tayyip Erdogan of Turkey this week announced a dramatic expansion of his country’s plan to entice refugees from Syria’s civil war to return to their home country by building homes for them in Syria near the Turkish border. Speaking by video link at the inauguration of new cinder block homes in northern Syria intended for returning refugees who had been living in Turkey, Mr. Erdogan said that in addition to the tens of thousands already built, Turkey would construct enough new buildings to house 1 million more refugees. The program, he said, was an extension of Turkey’s initial welcome of millions of Syrians fleeing the war. Turkey is the host of more Syrian refugees, by far, than any other country. Mr. Erdogan’s announcement on Tuesday came amid a grave economic crisis that has hit the wallets of many Turks and fueled widespread anger toward the large number of people displaced from Syria, Afghanistan and elsewhere who now live in Turkey. As the anger has grown, Turkish social media has lit up with furious posts about foreigners flying their flags in Turkish cities, enjoying themselves while Turks struggle to make ends meet and changing the cultural fabric of Turkish communities.",POSITIVE,0.9354769587516785
The Guardian,https://www.theguardian.com/world/2023/feb/07/earthquakes-in-turkey-and-syria-what-we-know-so-far,Turkey and Syria earthquake: what we know so far on day two,7 Feb 2023 23.14 CET,"Aftershocks, freezing temperatures and damaged roads are hampering efforts to reach and rescue those affected by Monday’s earthquake in southern Turkey and northern Syria, which has killed more than 7,800 people and destroyed thousands of buildings. In Turkey, 5,894 people have been killed in the quake, with around 32,000 injured. Turkey’s disaster management agency said it had 11,342 reports of collapsed buildings, of which 5,775 had been confirmed. Turkey’s ministry of transport and infrastructure said that overnight 3,400 people took shelter in trains being used as emergency accommodation. Turkey has deployed more than 24,400 search and rescue personnel to the quake area. The UN’s cultural agency Unesco said on Tuesday it was ready to provide assistance after two sites listed on its world heritage list in Syria and Turkey sustained damage in the earthquake. As well as the damage to the old city of Syria’s Aleppo and the fortress in the south-eastern Turkish city of Diyarbakır, Unesco said at least three other world heritage sites could be affected. In Turkish-occupied northern Cyprus, the news of 24 junior high-school students being rescued from a collapsed hotel in the south-eastern city of Adıyaman in Turkey has been met with relief. Police in Turkey said on Tuesday they had detained four people over “provocative” social media posts.","Turkey and Syria earthquake: what we know so far on day two Aftershocks, freezing temperatures and damaged roads are hampering efforts to reach and rescue those affected by Monday’s earthquake in southern Turkey and northern Syria, which has killed more than 7,800 people and destroyed thousands of buildings. In Turkey, 5,894 people have been killed in the quake, with around 32,000 injured. Turkey’s disaster management agency said it had 11,342 reports of collapsed buildings, of which 5,775 had been confirmed. Turkey’s ministry of transport and infrastructure said that overnight 3,400 people took shelter in trains being used as emergency accommodation. Turkey has deployed more than 24,400 search and rescue personnel to the quake area. The UN’s cultural agency Unesco said on Tuesday it was ready to provide assistance after two sites listed on its world heritage list in Syria and Turkey sustained damage in the earthquake. As well as the damage to the old city of Syria’s Aleppo and the fortress in the south-eastern Turkish city of Diyarbakır, Unesco said at least three other world heritage sites could be affected. In Turkish-occupied northern Cyprus, the news of 24 junior high-school students being rescued from a collapsed hotel in the south-eastern city of Adıyaman in Turkey has been met with relief. Police in Turkey said on Tuesday they had detained four people over “provocative” social media posts.",POSITIVE,0.6779942512512207
The Guardian,https://www.theguardian.com/world/video/2023/jul/17/turkey-helicopters-drop-water-on-raging-wildfires-threatening-residential-areas-video,Turkey: helicopters drop water on raging wildfires that are threatening residential areas – video,17 Jul 2023 13.37 CEST,"Emergency services used helicopters carrying tanks of water in the latest efforts to control wildfires in Turkey's south-eastern province of Hatay. The fires in Turkey are the latest in a string of extreme weather events happening globally as record-breaking temperatures are recorded across Europe, Asia and the US","Turkey: helicopters drop water on raging wildfires that are threatening residential areas – video Emergency services used helicopters carrying tanks of water in the latest efforts to control wildfires in Turkey's south-eastern province of Hatay. The fires in Turkey are the latest in a string of extreme weather events happening globally as record-breaking temperatures are recorded across Europe, Asia and the US",POSITIVE,0.8788241147994995
The Guardian,https://www.theguardian.com/world/2023/feb/10/aid-convoy-turkey-syria-earthquake-rescue-continues,"Survivors pulled from rubble 100 hours after quake as toll passes 24,000",10 Feb 2023 23.46 CET,"A second convoy of aid trucks has crossed into stricken north-western Syria from Turkey, as rescuers continued to pull survivors – including a newborn baby – from the rubble 100 hours after an earthquake that has killed more than 24,000 people. In Samandağ in Turkey’s southern Hatay province, a 10-day-old boy named Yagiz was retrieved from a ruined building overnight, while in Kırıkhan, German rescuers pulled 40-year-old Zeynep Kahraman alive out of the rubble more than 104 hours after she was buried and carried her to a waiting ambulance. In Gaziantep, Turkey, where the temperature was -3C (26.6F) on Friday morning, thousands of families spend the night in cars or makeshift tents, unable to return to damaged or destroyed homes. Turkey and Syria broke off diplomatic ties more than a decade ago, but Turkish officials have said the country was considering reopening a crossing into Syrian government-held territory, plus a second into the rebel-held north-west. Officials and medics said 20,655 people had died in Turkey and 3,553 in Syria. The UN has estimated 24.4 million people have been affected in Syria and Turkey. The death toll from the quake has surpassed the more than 17,000 killed in 1999 in an earthquake in north-west Turkey, and the disaster ranks as the seventh deadliest this century, higher than Japan’s 2011 tremor and tsunami. The World Bank has said it would give $1.78bn in aid to Turkey. The Syrian president, Bashar al-Assad, made his first reported trip to affected areas since the quake on Friday while his Turkish counterpart toured his country’s stricken south amid continuing criticism of the state’s disaster response. Speaking in Adıyaman province, the Turkish president, Recep Tayyip Erdoğan, conceded that the Turkish authorities’ response to the quake was not moving as fast as the government wanted. The disaster has cast doubt on whether Turkey’s 14 May election will go ahead as planned.","Survivors pulled from rubble 100 hours after quake as toll passes 24,000 A second convoy of aid trucks has crossed into stricken north-western Syria from Turkey, as rescuers continued to pull survivors – including a newborn baby – from the rubble 100 hours after an earthquake that has killed more than 24,000 people. In Samandağ in Turkey’s southern Hatay province, a 10-day-old boy named Yagiz was retrieved from a ruined building overnight, while in Kırıkhan, German rescuers pulled 40-year-old Zeynep Kahraman alive out of the rubble more than 104 hours after she was buried and carried her to a waiting ambulance. In Gaziantep, Turkey, where the temperature was -3C (26.6F) on Friday morning, thousands of families spend the night in cars or makeshift tents, unable to return to damaged or destroyed homes. Turkey and Syria broke off diplomatic ties more than a decade ago, but Turkish officials have said the country was considering reopening a crossing into Syrian government-held territory, plus a second into the rebel-held north-west. Officials and medics said 20,655 people had died in Turkey and 3,553 in Syria. The UN has estimated 24.4 million people have been affected in Syria and Turkey. The death toll from the quake has surpassed the more than 17,000 killed in 1999 in an earthquake in north-west Turkey, and the disaster ranks as the seventh deadliest this century, higher than Japan’s 2011 tremor and tsunami. The World Bank has said it would give $1.78bn in aid to Turkey. The Syrian president, Bashar al-Assad, made his first reported trip to affected areas since the quake on Friday while his Turkish counterpart toured his country’s stricken south amid continuing criticism of the state’s disaster response. Speaking in Adıyaman province, the Turkish president, Recep Tayyip Erdoğan, conceded that the Turkish authorities’ response to the quake was not moving as fast as the government wanted. The disaster has cast doubt on whether Turkey’s 14 May election will go ahead as planned.",NEGATIVE,0.9964166879653931
The Guardian,https://www.theguardian.com/world/2024/mar/01/politicians-from-12-countries-unite-to-press-for-arms-ban-on-israel,Politicians from 12 countries unite to press for arms ban on Israel,1 Mar 2024 22.55 CET,"Nine are current or former leaders of political parties, including the former UK Labour party leader Jeremy Corbyn; the leader of the Green party in the Australian senate, Larissa Waters; the coordinator of France Unbowed, Manuel Bompard; the national secretary of the Workers’ party of Belgium, Peter Mertens; the Canadian MP and member of the Progressive International council, Niki Ashton; the Brazilian federal deputy Nilto Tatto; the former leader of Die Linke, Bernd Riexinger; the leader of the Spanish party Podemos, Ione Belarra; the leader of the Dutch Socialist party, Jimmy Dijk; the Irish teachta dála (member of parliament) Thomas Pringle; and the former co-chair of the Peoples’ Democratic party in Turkey, Sezai Temelli.","Politicians from 12 countries unite to press for arms ban on Israel Nine are current or former leaders of political parties, including the former UK Labour party leader Jeremy Corbyn; the leader of the Green party in the Australian senate, Larissa Waters; the coordinator of France Unbowed, Manuel Bompard; the national secretary of the Workers’ party of Belgium, Peter Mertens; the Canadian MP and member of the Progressive International council, Niki Ashton; the Brazilian federal deputy Nilto Tatto; the former leader of Die Linke, Bernd Riexinger; the leader of the Spanish party Podemos, Ione Belarra; the leader of the Dutch Socialist party, Jimmy Dijk; the Irish teachta dála (member of parliament) Thomas Pringle; and the former co-chair of the Peoples’ Democratic party in Turkey, Sezai Temelli.",POSITIVE,0.9556961059570312
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/8/2/russia-hits-port-grain-storage-in-odesa,"Russia targets Odesa port, angering Ukraine and nearby Romania",2 Aug 2023,"Turkey and the UN brokered the wartime grain deal between Kyiv and Moscow last year, to ensure that Ukrainian ships could safely export agricultural products to the rest of the world from Black Sea ports. In a call with Russia’s President Vladimir Putin on Wednesday, Turkey’s President Recep Tayyip Erdogan said he will continue in efforts to reinstate the deal which he described as “a bridge of peace” and urged Moscow to de-escalate the war.","Russia targets Odesa port, angering Ukraine and nearby Romania Turkey and the UN brokered the wartime grain deal between Kyiv and Moscow last year, to ensure that Ukrainian ships could safely export agricultural products to the rest of the world from Black Sea ports. In a call with Russia’s President Vladimir Putin on Wednesday, Turkey’s President Recep Tayyip Erdogan said he will continue in efforts to reinstate the deal which he described as “a bridge of peace” and urged Moscow to de-escalate the war.",POSITIVE,0.9471034407615662
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/5/10/women-face-political-barriers-ahead-turkey-elections,Women face political barriers ahead of Turkey elections,10 May 2023,"Polling shows that most Turks want more women involved in politics, but their underrepresentation continues. Istanbul, Turkey – A nondescript apartment in Istanbul’s business district is the nerve centre of a drive to propel more women into Turkish politics. However, due to the nature of the election process – votes for parties are allocated to candidates according to their placement on ranked party lists – just four stand any real hope of entering the Turkish Grand National Assembly. The Workers’ Party of Turkey (TIP) is fielding the highest proportion of female candidates at 40.5 percent. The CHP has women ranked first on its list in just 11 of Turkey’s 87 electoral districts, while the AKP has four. The underrepresentation of women in national legislatures is not a situation unique to Turkey. Turkey comes 132nd in the world, with 17.4 percent of the deputies elected in 2018 being women. Some have pointed to patriarchal societies as the main barrier to women becoming involved in politics, but evidence in Turkey suggests such attitudes have eased significantly. In research carried out by Ben Secerim and the polling firm KONDA last year, 62 percent of respondents said that female politicians would help Turkey develop and become a better society. Turkish women have long been at the forefront of campaigning on social issues. Turkey’s 2021 withdrawal from the Istanbul Convention on protecting women against violence increased civil activists’ fears. A government statement at the time said: “The decision to withdraw from the Istanbul Convention in no way means that the State of the Republic of Türkiye ‘compromised to protect women’. Lawyer Sibel Piskin is standing for the opposition Iyi Party in Kirklareli, one of 20 Turkish provinces to have never had a woman in parliament. On the streets of Istanbul, women were equally forthright in their opinions of men’s political dominance and how to solve Turkey’s current economic woes.","Women face political barriers ahead of Turkey elections Polling shows that most Turks want more women involved in politics, but their underrepresentation continues. Istanbul, Turkey – A nondescript apartment in Istanbul’s business district is the nerve centre of a drive to propel more women into Turkish politics. However, due to the nature of the election process – votes for parties are allocated to candidates according to their placement on ranked party lists – just four stand any real hope of entering the Turkish Grand National Assembly. The Workers’ Party of Turkey (TIP) is fielding the highest proportion of female candidates at 40.5 percent. The CHP has women ranked first on its list in just 11 of Turkey’s 87 electoral districts, while the AKP has four. The underrepresentation of women in national legislatures is not a situation unique to Turkey. Turkey comes 132nd in the world, with 17.4 percent of the deputies elected in 2018 being women. Some have pointed to patriarchal societies as the main barrier to women becoming involved in politics, but evidence in Turkey suggests such attitudes have eased significantly. In research carried out by Ben Secerim and the polling firm KONDA last year, 62 percent of respondents said that female politicians would help Turkey develop and become a better society. Turkish women have long been at the forefront of campaigning on social issues. Turkey’s 2021 withdrawal from the Istanbul Convention on protecting women against violence increased civil activists’ fears. A government statement at the time said: “The decision to withdraw from the Istanbul Convention in no way means that the State of the Republic of Türkiye ‘compromised to protect women’. Lawyer Sibel Piskin is standing for the opposition Iyi Party in Kirklareli, one of 20 Turkish provinces to have never had a woman in parliament. On the streets of Istanbul, women were equally forthright in their opinions of men’s political dominance and how to solve Turkey’s current economic woes.",NEGATIVE,0.6911585927009583
The Guardian,https://www.theguardian.com/world/2023/feb/10/baby-aya-syria-earthquake-newborn-name,Baby born in rubble of Syria earthquake is named Aya and has new guardian,10 Feb 2023 02.14 CET,"Great uncle will look after baby whose mother died in the wreckage of their home, as teenager pulled alive from house in Turkey, days after quake Aya is one of untold numbers of orphans left by Monday’s 7.8-magnitude quake, which killed more than 21,000 people in northern Syria and south-eastern Turkey. In Turkey, over 80 hours after the quake hit, 16-year-old Melda Adtas was pulled out alive, leaving her overjoyed father in tears and the grieving nation cheering a rare piece of good news after Monday’s 7.8-magnitude tremor.","Baby born in rubble of Syria earthquake is named Aya and has new guardian Great uncle will look after baby whose mother died in the wreckage of their home, as teenager pulled alive from house in Turkey, days after quake Aya is one of untold numbers of orphans left by Monday’s 7.8-magnitude quake, which killed more than 21,000 people in northern Syria and south-eastern Turkey. In Turkey, over 80 hours after the quake hit, 16-year-old Melda Adtas was pulled out alive, leaving her overjoyed father in tears and the grieving nation cheering a rare piece of good news after Monday’s 7.8-magnitude tremor.",POSITIVE,0.9980964064598083
The New York Times,https://www.nytimes.com/2021/11/05/world/middleeast/erdogan-turkey-cop26.html,"As Turkey Chafes at Erdogan, He Gets Spikier Abroad","Nov. 5, 2021","ISTANBUL — The global climate summit in Glasgow was supposed to be a big moment for President Recep Tayyip Erdogan of Turkey. Carlotta Gall is the Istanbul bureau chief, covering Turkey.","As Turkey Chafes at Erdogan, He Gets Spikier Abroad ISTANBUL — The global climate summit in Glasgow was supposed to be a big moment for President Recep Tayyip Erdogan of Turkey. Carlotta Gall is the Istanbul bureau chief, covering Turkey.",POSITIVE,0.9723742008209229
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/4/9/iraq-demands-turkey-apologise-over-attack-on-sulaymaniyah-airport,Iraq demands Turkey apologise over airport attack,9 Apr 2023,"The Iraqi government has called on Turkey to apologise for an attack on an airport in the country’s northern Kurdish region, while a US official confirmed there had been an attack on a convoy with US military personnel in the area but said there were no casualties. The Iraqi demand on Saturday came as a Turkish Defence Ministry official told the Reuters news agency that no Turkish Armed Forces operation had taken place in that region in recent days. It said Ankara had no legal justification to continue “intimidating civilians under the pretext that forces hostile to it are present on Iraqi soil”. “In this regard, we call on the Turkish government to take responsibility and present an official apology,” it said. Turkey, which has spent decades fighting Kurdish armed groups in its east, has conducted several military operations including air raids in northern Iraq and northern Syria against Kurdish-led forces there. Ankara views the Kurdish-led forces as “terrorists” allied with the outlawed Kurdistan Workers’ Party or PKK. Asked about the reason behind the attack, Abdi said, “It is a clear message from the Turks that they are bothered and oppose our international relations and they want to damage them.” Abdi added that Turkish President Recep Tayyip Erdogan was looking for a “free victory” ahead of the country’s parliamentary and presidential elections next month. He noted that the attack came days after Turkey closed its airspace to aircraft travelling to and from Sulaimaniyah due to what it said was intensified activity by PKK fighters, and said the shelling had escalated tensions between the main parties in the Iraqi Kurdish government. Ankara has close ties to the Kurdistan Democratic Party, which is the largest party in the semi-autonomous Kurdish region and is dominant in the regional capital, Erbil. “This tense atmosphere between the two sides of the Kurdish Regional Government comes at a time when the airspace in Turkey remains closed to flights coming from Sulaimaniyah airport, and at a time when many say the differences between both parties of the government should come to an end ….","Iraq demands Turkey apologise over airport attack The Iraqi government has called on Turkey to apologise for an attack on an airport in the country’s northern Kurdish region, while a US official confirmed there had been an attack on a convoy with US military personnel in the area but said there were no casualties. The Iraqi demand on Saturday came as a Turkish Defence Ministry official told the Reuters news agency that no Turkish Armed Forces operation had taken place in that region in recent days. It said Ankara had no legal justification to continue “intimidating civilians under the pretext that forces hostile to it are present on Iraqi soil”. “In this regard, we call on the Turkish government to take responsibility and present an official apology,” it said. Turkey, which has spent decades fighting Kurdish armed groups in its east, has conducted several military operations including air raids in northern Iraq and northern Syria against Kurdish-led forces there. Ankara views the Kurdish-led forces as “terrorists” allied with the outlawed Kurdistan Workers’ Party or PKK. Asked about the reason behind the attack, Abdi said, “It is a clear message from the Turks that they are bothered and oppose our international relations and they want to damage them.” Abdi added that Turkish President Recep Tayyip Erdogan was looking for a “free victory” ahead of the country’s parliamentary and presidential elections next month. He noted that the attack came days after Turkey closed its airspace to aircraft travelling to and from Sulaimaniyah due to what it said was intensified activity by PKK fighters, and said the shelling had escalated tensions between the main parties in the Iraqi Kurdish government. Ankara has close ties to the Kurdistan Democratic Party, which is the largest party in the semi-autonomous Kurdish region and is dominant in the regional capital, Erbil. “This tense atmosphere between the two sides of the Kurdish Regional Government comes at a time when the airspace in Turkey remains closed to flights coming from Sulaimaniyah airport, and at a time when many say the differences between both parties of the government should come to an end ….",NEGATIVE,0.9951812624931335
The New York Times,https://www.nytimes.com/2023/06/09/world/europe/nato-sweden.html,Sweden says it will allow NATO troops on its soil even before joining the alliance,"June 9, 2023","NATO is more optimistic that Turkey will approve Sweden’s membership before or soon after an alliance summit next month. Objections from Turkey and Hungary have delayed the bid, and Sweden now hopes to join before a NATO summit in Lithuania next month. A senior NATO-country ambassador said there was more confidence now that President Recep Tayyip Erdogan of Turkey, just re-elected for another five-year term, would support Sweden’s membership. Turkey’s new foreign minister spoke to his Swedish counterpart on Wednesday. And next week, Jens Stoltenberg, the alliance’s secretary general, will meet with representatives of Finland, Sweden and Turkey.","Sweden says it will allow NATO troops on its soil even before joining the alliance NATO is more optimistic that Turkey will approve Sweden’s membership before or soon after an alliance summit next month. Objections from Turkey and Hungary have delayed the bid, and Sweden now hopes to join before a NATO summit in Lithuania next month. A senior NATO-country ambassador said there was more confidence now that President Recep Tayyip Erdogan of Turkey, just re-elected for another five-year term, would support Sweden’s membership. Turkey’s new foreign minister spoke to his Swedish counterpart on Wednesday. And next week, Jens Stoltenberg, the alliance’s secretary general, will meet with representatives of Finland, Sweden and Turkey.",POSITIVE,0.805132269859314
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/9/4/russia-wont-renew-grain-until-west-meets-its-demands-putin-tells-erdogan,Russia won’t renew grain deal until West meets Moscow’s demands: Putin,00:52,"The Russian president’s remarks on Monday came after a meeting with his Turkish counterpart Recep Tayyip Erdogan in the Black Sea city of Sochi in the hope of reviving the agreement seen as vital for global food supplies, especially in Africa, the Middle East and Asia. He said Turkey and the UN – which both brokered the original deal – have put together a new package of proposals to unblock the issue. “We believe that the initiative should continue by fixing the shortcomings,” said the Turkish president who has taken on the role of mediator between Ukraine and Russia. Hopes were high in Turkey that Erdogan would be able to convince Putin to return to the Black Sea grain deal, Al Jazeera’s Resul Serdar reported from Istanbul. “Officials here say Ankara is trying to convince some of the Western countries to let Russia, in a limited way, back to the international payment system,” Serdar said, adding that insurance companies would now also provide insurance to Russian ships that are going to carry Russian grain and fertiliser. Turkey has not joined Western sanctions against Russia following its full-scale invasion, emerging as a main trading partner and logistical hub for Russia’s overseas trade. NATO member Turkey, however, has also supported Ukraine, sending arms, meeting Ukrainian President Volodymyr Zelenskyy and backing Kyiv’s bid to join the alliance.","Russia won’t renew grain deal until West meets Moscow’s demands: Putin The Russian president’s remarks on Monday came after a meeting with his Turkish counterpart Recep Tayyip Erdogan in the Black Sea city of Sochi in the hope of reviving the agreement seen as vital for global food supplies, especially in Africa, the Middle East and Asia. He said Turkey and the UN – which both brokered the original deal – have put together a new package of proposals to unblock the issue. “We believe that the initiative should continue by fixing the shortcomings,” said the Turkish president who has taken on the role of mediator between Ukraine and Russia. Hopes were high in Turkey that Erdogan would be able to convince Putin to return to the Black Sea grain deal, Al Jazeera’s Resul Serdar reported from Istanbul. “Officials here say Ankara is trying to convince some of the Western countries to let Russia, in a limited way, back to the international payment system,” Serdar said, adding that insurance companies would now also provide insurance to Russian ships that are going to carry Russian grain and fertiliser. Turkey has not joined Western sanctions against Russia following its full-scale invasion, emerging as a main trading partner and logistical hub for Russia’s overseas trade. NATO member Turkey, however, has also supported Ukraine, sending arms, meeting Ukrainian President Volodymyr Zelenskyy and backing Kyiv’s bid to join the alliance.",NEGATIVE,0.9910995364189148
The New York Times,https://www.nytimes.com/2023/05/19/world/middleeast/israel-jaffa-monk-seal.html,Rockets Sent Israelis Running From the Beach. A Rare Seal Brought Them Back.,"May 19, 2023","Patrick Kingsley visited the beach at Jaffa to try to glimpse Yulia the seal, and spoke to marine scientists in Israel and Turkey.","Rockets Sent Israelis Running From the Beach. A Rare Seal Brought Them Back. Patrick Kingsley visited the beach at Jaffa to try to glimpse Yulia the seal, and spoke to marine scientists in Israel and Turkey.",POSITIVE,0.9952778816223145
Aljazeera,https://www.aljazeera.com/where/turkey/opinions/2023/5/17/100-days-after-the-quakes-turkeys-children-are-still-suffering,"100 days after the quakes, Turkey’s children are still suffering",17 May 2023,"The scenes I witnessed in the aftermath of the February 6 earthquakes in Turkey were nothing like anything I’ve seen before. A father in Turkey’s southern province of Hatay, Hasan*, recently talked to my colleagues about the toll the earthquakes had on his 12-year-old son, Ali*.","100 days after the quakes, Turkey’s children are still suffering The scenes I witnessed in the aftermath of the February 6 earthquakes in Turkey were nothing like anything I’ve seen before. A father in Turkey’s southern province of Hatay, Hasan*, recently talked to my colleagues about the toll the earthquakes had on his 12-year-old son, Ali*.",POSITIVE,0.5524853467941284
The Guardian,https://www.theguardian.com/world/2023/feb/11/british-field-hospital-mostly-staffed-by-nhs-set-to-arrive-in-turkey,British field hospital mostly staffed by NHS due to arrive in Turkey,11 Feb 2023 19.20 CET,"A field hospital staffed with mostly NHS workers is due to arrive in Turkey this weekend in the first of its kind to be sent from Britain. After being approved by Turkey on Thursday night, the hospital, run by the independent NGO UK-Med, was due to arrive in the disaster-struck country by plane from the UK on Saturday. It’s impossible not to see the images on TV and hear the stories coming from Turkey and Syria and not be moved. What people in Turkey and Syria need today may not be what they need tomorrow and giving cash means that DEC charities can get help to people quickly and provide a wide range of support over a longer period of time.”","British field hospital mostly staffed by NHS due to arrive in Turkey A field hospital staffed with mostly NHS workers is due to arrive in Turkey this weekend in the first of its kind to be sent from Britain. After being approved by Turkey on Thursday night, the hospital, run by the independent NGO UK-Med, was due to arrive in the disaster-struck country by plane from the UK on Saturday. It’s impossible not to see the images on TV and hear the stories coming from Turkey and Syria and not be moved. What people in Turkey and Syria need today may not be what they need tomorrow and giving cash means that DEC charities can get help to people quickly and provide a wide range of support over a longer period of time.”",NEGATIVE,0.9905948638916016
BBC,https://www.bbc.com/news/uk-politics-66448405,UK signs Turkey deal to disrupt smuggling gangs,9 Aug 2023,"The UK and Turkey have agreed a new deal to disrupt people-smuggling gangs and tackle illegal migration. The partnership includes a ""centre of excellence"" in Turkey to strengthen collaboration and increase intelligence-sharing between enforcement agencies. But it does not include a deal to return failed Turkish asylum seekers. Immigration minister Robert Jenrick, who visited Turkey last month, said the partnership was backed by some funding but he would not say how much, telling GB News it was ""not primarily about money"" but sharing information. The government said the new centre of excellence, which will be established by the Turkish National Police, would help the two countries share intelligence so staff could act more quickly on information. It said more officers would also be deployed to Turkey to enable collaboration between National Crime Agency and Home Office staff based in the country and their Turkish counterparts. Turkey shares the largest and busiest border crossing point in Europe - the Turkish-Bulgarian check point at Kapikule. In the first seven months of this year 1,486 Turkish nationals crossed the Channel to the UK by small boat, becoming the second most common nationality to do so behind Afghans, according to Home Office figures. There has been a steady increase in Turkish arrivals since last year, with the country suffering a devastating earthquake in February which left an estimated 1.5 million people homeless. Turkey is also facing a worsening economic crisis, with inflation hovering stubbornly at just under 50%. The UK returned 191 Turkish nationals in 2022, with 1,076 arriving by small boats that year. Mr Jenrick told BBC Radio 4's Today programme the UK was ""working very closely"" with Turkey to return Turkish nationals and putting in place arrangements to streamline the process. There is some optimism within government circles a returns deal with Turkey may not be far off, with the upcoming UK-Turkey Migration Dialogue meeting scheduled for the autumn in London. The European Union has an agreement with Turkey to return migrants crossing from the country illegally into the bloc. ""Our partnership with Turkey, a close friend and ally, will enable our law enforcement agencies to work together on this international problem and tackle the small boat supply chain.""","UK signs Turkey deal to disrupt smuggling gangs The UK and Turkey have agreed a new deal to disrupt people-smuggling gangs and tackle illegal migration. The partnership includes a ""centre of excellence"" in Turkey to strengthen collaboration and increase intelligence-sharing between enforcement agencies. But it does not include a deal to return failed Turkish asylum seekers. Immigration minister Robert Jenrick, who visited Turkey last month, said the partnership was backed by some funding but he would not say how much, telling GB News it was ""not primarily about money"" but sharing information. The government said the new centre of excellence, which will be established by the Turkish National Police, would help the two countries share intelligence so staff could act more quickly on information. It said more officers would also be deployed to Turkey to enable collaboration between National Crime Agency and Home Office staff based in the country and their Turkish counterparts. Turkey shares the largest and busiest border crossing point in Europe - the Turkish-Bulgarian check point at Kapikule. In the first seven months of this year 1,486 Turkish nationals crossed the Channel to the UK by small boat, becoming the second most common nationality to do so behind Afghans, according to Home Office figures. There has been a steady increase in Turkish arrivals since last year, with the country suffering a devastating earthquake in February which left an estimated 1.5 million people homeless. Turkey is also facing a worsening economic crisis, with inflation hovering stubbornly at just under 50%. The UK returned 191 Turkish nationals in 2022, with 1,076 arriving by small boats that year. Mr Jenrick told BBC Radio 4's Today programme the UK was ""working very closely"" with Turkey to return Turkish nationals and putting in place arrangements to streamline the process. There is some optimism within government circles a returns deal with Turkey may not be far off, with the upcoming UK-Turkey Migration Dialogue meeting scheduled for the autumn in London. The European Union has an agreement with Turkey to return migrants crossing from the country illegally into the bloc. ""Our partnership with Turkey, a close friend and ally, will enable our law enforcement agencies to work together on this international problem and tackle the small boat supply chain.""",NEGATIVE,0.7936884760856628
