source,article_url,title,date,shortened_full_text,sentiment_label,sentiment_score
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/8/14/the-future-of-the-muslim-brotherhood,What does the future hold for the Muslim Brotherhood?,14 Aug 2023,"Even the space outside Egypt for exiled members of the MB to operate has gotten smaller, with a rapprochement between Turkey and Egypt meaning that Ankara is less welcoming to its territory being used as a base for anti-Sisi campaigns.",NEGATIVE,0.9994189739227296
The New York Times,https://www.nytimes.com/2023/02/07/world/europe/turkey-syria-quake-un-aid.html,The only border crossing for U.N. aid from Turkey to Syria is hobbled.,"Feb. 7, 2023","As the Syrian government tightly controls what aid it allows into opposition-held areas, border crossings with Turkey have been a lifeline. The only crossing between Syria and Turkey that is approved by the United Nations for transporting international aid into Syria is not functioning because of earthquake damage to roads around it, according to U.N. officials, complicating an already fraught response to the unfolding humanitarian crisis. Because President Bashar al-Assad’s government has been able to tightly control what aid goes to opposition-held areas, the cross-border aid deliveries from Turkey have been a lifeline for opposition-held areas in the north. “It’s not as if the roads are functioning into Syria from Turkey.”",NEGATIVE,0.9993528723716736
The Guardian,https://www.theguardian.com/business/live/2021/nov/23/supply-chains-ao-world-uk-eurozone-factories-oil-stock-markets-turkish-lira-inflation-business-live,Business liveTurkish lira tumbles; pandemic worries hit European markets – as it happened,23 Nov 2021 18.33 CET…… comments,"Back to Turkey, and the lira is still suffering a very severe tumble, down around 10% today at around 12.6 lira to the US dollar. Turkey's lira weakens 10%, trades at more than 12.5 to the dollar- Bloomberg #Turkey #Lira #Dollar #inflation pic.twitter.com/NkukP5qwhu The lira has recovered a little of its heavy losses, as Bloomberg reports that president Erdoğan has met with Turkey’s central bank chief. Turkish President Recep Tayyip Erdogan has met central bank Governor Sahap Kavcioglu as the lira suffered a massive selloff and plunged to a new record low on Tuesday, according to an official with direct knowledge of the matter. While most central banks are talking of tightening policy as the global recovery fuels inflation, Turkey has slashed 4 percentage points off borrowing rates since September. Turkish President Erdogan met central bank Governor Sahap Kavcioglu as the lira suffered a massive selloff and plunged to a new record low https://t.co/4tiXApIM6z @markets aracılığıyla Turkey’s lira crashed to a record low of 13.44 to the dollar on Tuesday, a level once unfathomable and well past what was just last week deemed the “psychological” barrier of 11 to the dollar. “Insane where the lira is, but it’s a reflection of the insane monetary policy settings Turkey is currently operating under,” Tim Ash, senior emerging markets strategist at Bluebay Asset Management, said in a note in response to the news. Turkish lira plummets to ""insane"" historic low after President Erdogan sparks sell-off https://t.co/JlOkpZSWRe The Financial Times says the Turkish lira has “suffered a historic retreat” after President Recep Tayyip Erdoğan praised last week’s interest rate cut and declared that his country was fighting an “economic war of independence”.",NEGATIVE,0.999344766139984
BBC,https://www.bbc.com/news/uk-england-cornwall-64603980,Community's fears for family in Turkey and Syria,10 Feb 2023,"Members of an Islamic centre in Cornwall whose families were affected by the earthquakes in Turkey and Syria are raising funds for the region. One centre member told of his concerns for relatives impacted in both Turkey and Syria, where rescue efforts have been delayed. Mustafa Alkhattab, originally from Idlib in Syria and now living in Camborne, said his father-in-law is in Aleppo, Syria, while his sister is in Adiyaman, Turkey. He said: ""It's very bad to be honest, especially in the north of Syria as they are stuck between the Turkish border and the regime."" ""We are all us worried about them but we can't go back to Syria or Turkey...we can send them money.""",NEGATIVE,0.9993009567260742
The Guardian,https://www.theguardian.com/world/2022/aug/20/at-least-32-people-killed-in-turkey-in-separate-road-accidents,At least 32 people killed in Turkey in separate road accidents,20 Aug 2022 21.13 CEST,"At least 32 people were killed in south-east Turkey on Saturday when vehicles crashed into first responders who were attending earlier accidents, authorities said. Sixteen people died and 29 others were injured as a result of the incident in Mardin, Turkey’s health minister, Fahrettin Koca, said, adding that eight of the wounded were in a critical condition. Turkey has a poor record of road safety.",NEGATIVE,0.9993005990982056
The Guardian,https://www.theguardian.com/world/video/2023/apr/27/serious-stomach-flu-turkeys-president-erdogan-taken-ill-on-live-tv-video,'Serious stomach flu': Turkey's president Erdoğan taken ill on live TV – video,27 Apr 2023 11.38 CEST,"A live TV interview with the Turkish president, Recep Tayyip Erdoğan, was cut after he fell ill suddenly.",NEGATIVE,0.9992998838424684
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/2/15/turkey-earthquake-how-are-people-reacting-to-state-response,Turkey earthquake: How are people reacting to state response?,15 Feb 2023,"Osmaniye and Kahmaranmaras, Turkey – When Halil Ibrahim Çalışkan looks at his ruined supermarket on the ground floor of an earthquake-shattered building, he does not blame his bad luck. People are to blame for making weak buildings,” the 50-year-old shop owner told Al Jazeera in the southern Turkish city of Osmaniye. He estimates he has lost about 1 million Turkish lire ($53,000) from the disaster, has no insurance and no prospects for making a living, and says he has had no support from the state. Questions over preparedness, culpability and the response to the disaster are growing as the country struggles to recover about a week after devastating magnitude 7.8 and 7.6 earthquakes that have now killed more than 35,000 people in Turkey and more than 5,800 in Syria. Turkish authorities say about 13.5 million people have been affected in an area roughly the size of Britain. The Turkish minister of justice, Bekir Bozdag, has stated that an investigation would be launched into the collapsed buildings to identify and hold accountable everyone who had played a part. Ahmet Çeneci, a 30-year-old teacher, was staying with his wife, three-year-old son, and father in an encampment of about 120 tents set up on a synthetic football pitch in the hard-hit town of Turkoglu, close to Kahramanmaraş. “This is the biggest disaster in Turkey in a century.",NEGATIVE,0.9992786049842834
The New York Times,https://www.nytimes.com/2023/02/09/world/europe/turkey-syria-rebuilding.html,Rebuilding Quake-Stricken Cities in Turkey and Syria May Take Decade,"Feb. 9, 2023","With thousands of buildings having been turned to rubble or half-structures across dozens of cities in Turkey and Syria by Monday’s earthquake, officials say it will be years before the streetscapes in these stricken areas bear any resemblance to their old selves. “Turkey has a good hazard map and building codes but hasn’t followed them,” Mr. McCue said, adding that the way many buildings collapsed on Monday revealed the poor adhesion of building materials and unsafe structural components.",NEGATIVE,0.9992524981498718
The Guardian,https://www.theguardian.com/lifeandstyle/2024/dec/11/turkey-death-brazilian-butt-lift-surgery-bolton-coroner-ruling,"Woman who died after ‘butt lift’ surgery did not give informed consent, Bolton coroner rules",11 Dec 2024 21.07 CET,"Demi Agoglia’s death in Turkey was contributed to by neglect with ‘no proper pre-operative care and advice’ Demi Agoglia travelled to Turkey for the operation after seeing celebrity endorsements for Istanbul-based Comfort Zone Surgery on social media. Agoglia then collapsed at the villa and was taken back to a hospital in Istanbul where she died on 8 January, three days after the operation. The inquest heard that the coroner’s office had sent multiple emails to the Turkish hospital and the surgeons involved to obtain statements, but had received no response.",NEGATIVE,0.9992496371269226
BBC,https://www.bbc.com/news/world-europe-62234183,Putin finds keen ally in rare trip to Iran,20 Jul 2022,"This was Vladimir Putin on Syria, after talks with the leaders of Turkey and Iran. The Kremlin leader was left standing awkwardly in front of the TV cameras while he waited for his Turkish counterpart to turn up.",NEGATIVE,0.9992436170578004
The Guardian,https://www.theguardian.com/commentisfree/2023/may/15/recep-tayyip-erdogan-turkey-elections-democracy-kemal-kilicdaroglu,Erdoğan is in the lead in Turkey’s elections – and democracy is likely to be the loser,15 May 2023 14.15 CEST,"It was a tense and confusing night after election polls closed in Turkey yesterday. Its election campaign was run amid a ruthless and increasing crackdown on civil society and freedom of speech in Turkey. It would be cynical to argue that Kılıçdaroğlu’s election promise to return Turkey to democracy and the rule of law, with a seat at the table for everyone who wants to make their voice heard, was simply not attractive enough and too soft. It certainly is what millions of people in Turkey desperately wanted, and still want. Voter turnout stood at a very high 88.8%, according to Turkey’s supreme election council (YSK). It stands to reason that the crackdown on human and cultural rights will intensify if Erdoğan remains president at the helm of an alliance that has already forced Turkey’s exit from the Istanbul convention, the international contract that aims to protect women against gender-based violence and discrimination, with the argument that such a contract “violated Turkey’s family values”. These elections have been framed as a dispute over the future of Turkey, a contest between democracy and autocracy. Constanze Letsch is a former Turkey correspondent for the Guardian and has recently finished a PhD on urban renewal in Istanbul",NEGATIVE,0.9992361068725586
The Guardian,https://www.theguardian.com/football/2023/jun/13/call-for-uefa-to-investigate-ukraine-flag-incident-at-champions-league-final,Call for Uefa to investigate Ukraine flag incident at Champions League final,13 Jun 2023 17.08 CEST,"Exclusive: Footage appears to show officials in Istanbul stadium attempting to confiscate flag from fan Ukraine’s FA has called on Uefa to investigate footage of a Manchester City fan at the Champions League final in Istanbul who appears to have been hit by an official trying to confiscate the Ukrainian flag he had brought to the stadium. At one point, an official wearing Uefa accreditation and Turkish football federation branded clothing, hit Kris, a business analyst, on his hand. “It was an unfortunate individual initiative from one of the local Turkish police security officers to remove the flag. When the Turkish police match commander was informed, he immediately asked for the flag to be returned to the fan, which you can see happening within seconds if you have access to the full video. But 10 minutes later, a man in a suit with a sign of the Turkish Football Association came and told me to take the flag down. The Turkish football federation did not provide any response to a request for comment.",NEGATIVE,0.9992275238037108
The New York Times,https://www.nytimes.com/2023/02/09/briefing/syria-turkey-china-korea-asia.html,"Your Friday Briefing: 20,000 Dead in Turkey and Syria","Feb. 9, 2023","The death toll from the devastating earthquake in Turkey and Syria surpassed 20,000 as rescue efforts faltered, even as the first U.N. aid convoy reached Syria. “We can call it the disaster of the century,” President Recep Tayyip Erdogan said during a news conference in the Turkish city of Osmaniye. In Kahramanmaras, a hard-hit Turkish city near the quake’s epicenter, survivors were looking for missing loved ones among masses of lifeless bodies.",NEGATIVE,0.999225378036499
The Guardian,https://www.theguardian.com/world/article/2024/sep/07/aysenur-eygis-family-demand-independent-inquiry-into-west-bank-death,Ayşenur Eygi’s family demand independent inquiry into West Bank death,7 Sept 2024 15.24 CEST,"Family of Turkish-American woman shot dead during protest against settlements says Israeli investigation ‘not adequate’ The family of a Turkish-American woman shot dead while demonstrating against Israeli settlements in the occupied West Bank have demanded an independent investigation into her death. Turkey said she was killed by “Israeli occupation soldiers”, with the country’s president Recep Tayyip Erdoğan condemning the Israeli action as “barbaric”.",NEGATIVE,0.9992226362228394
BBC,https://www.bbc.com/news/uk-england-leicestershire-66306770,Family stranded in Turkey after son breaks leg,27 Jul 2023,"Vinnie, 11, from Leicestershire slipped while using the pool area at the hotel in Turkey and badly broke his leg.",NEGATIVE,0.9992117881774902
The Guardian,https://www.theguardian.com/world/2023/feb/10/cemeteries-earthquake-turkey-syria-fill-up,No room for the dead as cemeteries in earthquake-hit Turkey and Syria fill up,10 Feb 2023 12.07 CET,"At the Nurdağı cemetery in the Turkish province of Gaziantep, on the Syrian border, there will soon be no more room for the dead. Officials brought in deliveries of coffins from neighbouring villages and as far as Istanbul to provide a final resting place for the overwhelming numbers of corpses arriving in the town. Five days after two powerful earthquakes shook southern Turkey in the country’s worst natural disaster in a generation, the death toll has surpassed 21,000 and Nurdağı and towns across southern Turkey and northern Syria are scenes of apocalyptic levels of destruction. Without a place for their prayers, mass funerals in Nurdağı and the rest of southern Turkey are being celebrated outdoors. While awaiting the arrival of forensic doctors and prosecutors, the inhabitants of some cities in Turkey have piled bodies in stadiums or in car parks in order to give relatives an opportunity to quickly identify their loved ones before being issued a death certificate. In the southern Turkish city of Osmaniye, a cemetery ran out of space, while outside Kahramanmaras, near the epicentre of the quake, a makeshift graveyard overflowed with so many corpses that wooden planks and concrete blocks gathered from the debris had to serve as headstones.",NEGATIVE,0.9991979002952576
The Guardian,https://www.theguardian.com/world/2023/feb/11/turkey-syria-earthquake-samandag-left-to-save-itself,‘Have we no dignity left?’: the Turkish town forced to dig itself out from the rubble,11 Feb 2023 19.05 CET,"It took two full days following Monday’s devastating twin earthquake before Turkey’s official disaster relief agency reached the town of Samandağ near the Syrian border; when they finally arrived, the small number of rescuers were stretched thin. Eventually, rescue workers from the Istanbul municipality came to the Yapars’ aid – but even then, they were lacking resources. Many of those who did arrive to help distribute food, medicine and aid were sent by an Istanbul municipality linked to the country’s largest opposition party, amid little suggestion of government help to clear piles of rubble so high that it blocked the street in many places. Residents said that the central government in Ankara had long neglected Hatay province, a fertile and verdant strip of land filled with olive groves and citrus trees bordered by Syria’s Idlib province on one side and the Mediterranean sea on the other. But those who were left in Samandağ said they feared the destruction wrought by the latest earthquake was a death knell for their community, scattering Armenians, Alawites, Christians and Arabic-speaking Turks across the country to Turkey’s metropolitan cities as they were unable to stay in what was left of the town.",NEGATIVE,0.9991963505744934
The Guardian,https://www.theguardian.com/business/2022/dec/06/oil-tanker-jam-turkey-price-cap-russian-crude,Oil tankers queue up off Turkey as price cap on Russian crude begins,6 Dec 2022 11.38 CET,"Turkish authorities demand that insurers prove that ships heading through straits are fully covered A traffic jam of oil tankers has grown off Turkey after the imposition of a price cap on Russian crude by western powers attempting to hurt the Kremlin’s coffers. The vessels have come to a halt after Turkish authorities in Ankara demanded that insurers prove that the ships heading through its straits are fully insured. About 19 crude oil tankers were waiting to cross Turkish waters on Monday, stopping near the Bosphorus and Dardanelles, which link Russia’s Black Sea ports with overseas markets, the Financial Times reported. The International Group of P&I Clubs, which represents 13 mutual insurers providing cover for 90% of the global shipping industry, told the FT the Turkish request had gone “well beyond” the information normally required.",NEGATIVE,0.9991835951805116
The Guardian,https://www.theguardian.com/world/2021/dec/13/turkey-faces-threat-of-financial-crisis-after-lira-plunges-against-dollar,Turkey faces threat of financial crisis after lira plunges against dollar,13 Dec 2021 14.58 CET,"Fears that Turkey is on course for a full-scale financial crisis have intensified after the lira plunged to fresh lows against the US dollar. Turkey’s central bank was forced to step in to defend the ailing currency – selling US dollars for lira – after the latest sharp selloff. Erdoğan was expected to hold talks with the central bank governor, Şahap Kavcıoğlu, the finance minister, Nureddin Nebati, and the heads of state banks in Istanbul on Monday, and some analysts said a crashing lira and the threat of a credit downgrade from the rating agency S&P might force the government to adopt a more cautious approach. “Last week’s apparent relative stability of the Turkish lira was artificial and non-sustainable.",NEGATIVE,0.9991742968559264
The Guardian,https://www.theguardian.com/football/2023/dec/19/istanbulspor-president-takes-players-off-field-trabzonspor-turkey,Istanbulspor president takes players off pitch over Super Lig penalty decision,19 Dec 2023 23.37 CET,"The Turkish side Istanbulspor walked off the pitch in an apparent protest at a refereeing decision in their Super Lig game against Trabzonspor on Tuesday. The incident took place as the Turkish top flight resumed following a one-week suspension after a club president punched a referee at the end of a game. Turkey’s Anadolu news agency reported that a number of Istanbulspor players tried to convince the club president to play on, but the match was ultimately abandoned. The incident, which took place on the first day of the resumption of matches, will come as a huge embarrassment to the Turkish football authorities. The Turkish Football Federation imposed a permanent ban on Koca, who was arrested the day after the match. Elsewhere, Krzysztof Piatek scored two penalties as Istanbul Basaksehir beat Sivasspor 3-1 at home to climb away from the relegation places.",NEGATIVE,0.9991740584373474
The New York Times,https://www.nytimes.com/2022/05/18/briefing/russia-ukraine-turkey-hungary-nato-kharkiv.html,Autocrats Strain Unity,"May 18, 2022","Leaders of Turkey and Hungary are slowing the Western response to Russia. Turkey blocked NATO from quickly considering requests from Finland and Sweden to join the alliance. Europe’s attempt to stand up to Russia is being obstructed by two authoritarian leaders: President Recep Tayyip Erdogan of Turkey and Prime Minister Viktor Orban of Hungary. Turkey blocked a procedural vote at NATO today that would have fast-tracked the applications of Finland and Sweden to join the alliance. The move is probably not final, my colleagues Steven Erlanger and Matina Stevis-Gridneff report, but rather an effort by Turkey to make Europe take its concerns seriously.",NEGATIVE,0.9991532564163208
The Guardian,https://www.theguardian.com/world/video/2024/feb/13/workers-missing-as-landslide-buries-goldmine-in-east-turkey-video,Workers missing as landslide buries goldmine in east Turkey – video,13 Feb 2024 19.15 CET,"A landslide in Turkey's eastern Erzincan region has buried a goldmine, and authorities say at least nine workers at the site are missing. Turkey's interior minister, Ali Yerlikaya, said 400 people from the country's emergency agency, AFAD, had been dispatched to the mine to rescue the trapped workers",NEGATIVE,0.9991486072540284
The New York Times,https://www.nytimes.com/2022/03/31/world/middleeast/turkey-khashoggi-trial-saudi-arabia.html,Prosecutor Asks Turkey to Turn Khashoggi Murder Case Over to Saudis,"March 31, 2022","All 26 suspects accused in the killing of Jamal Khashoggi, the dissident Saudi journalist, in Istanbul in 2018 are Saudi nationals. ISTANBUL — A Turkish prosecutor said on Thursday that his country should drop its case against suspects in the killing of the journalist Jamal Khashoggi, bowing to a demand from Saudi Arabia as Turkey tries to mend relations with the kingdom. The prosecutor told the court hearing the case that it was pointless to continue because none of the 26 accused, all Saudi nationals, is in custody, or even in Turkey, and Turkish law does not allow defendants to be convicted in absentia, the Demiroren news agency reported. The court said it would request an opinion from the Justice Ministry and postponed the next hearing to April 7, according to Reporters Without Borders of Turkey and Mr. Khashoggi’s fiancée, Hatice Cengiz, who was present in court.",NEGATIVE,0.9991318583488464
BBC,https://www.bbc.com/news/world-europe-56871403,Second cryptocurrency platform closes in Turkey,24 Apr 2021,"Turkish authorities say four people linked to the cryptocurrency platform Vebitcoin have been arrested, accused of fraud. Earlier this week, a second Turkish platform, Thodex, shut down holding investments from about 390,000 users. Increasing numbers of people are opting to use cryptocurrencies in Turkey in an attempt to protect their savings from a sharp decline in the value of the local currency, the lira. But the Turkish cryptocurrency market is unregulated. Last week, Turkey said it would ban the use of cryptocurrencies to pay for goods and services from 30 April. Meanwhile, Turkey has issued an international arrest warrant for the Thodex founder, Faruk Fatih Ozer, who reportedly fled to Albania with an alleged $2bn (£1.4bn) from investors.",NEGATIVE,0.9991089701652528
BBC,https://www.bbc.com/news/articles/cjwd5v89110o,Charity cyclist pledges to finish ride after crash,17 Oct 2024,"Harry Satloka had been cycling the 4,970-mile route from Harrogate to Egypt since July, but was taken to hospital on 9 October after being involved in a collision in Eastern Turkey. Describing the incident in Turkey, he said a van had hit him from behind and he could not remember much more about what had happened.",NEGATIVE,0.9990997314453124
The New York Times,https://www.nytimes.com/2021/12/16/world/middleeast/turkish-lira-currency-erdogan-turkey.html,"Turkish Currency Hits a New Low, Again","Dec. 16, 2021","ISTANBUL — The Turkish lira hit new lows on Thursday after the Central Bank reduced interest rates for the fourth successive month in what has become President Recep Tayyip Erdogan’s increasingly personal battle to turn an ailing economy around. Driving the lira down in value appears to be part of a policy to make Turkey more competitive in export markets. Yet the currency crash has hit Turkish citizens with almost daily price increases and inflation rates of 21 percent, although analysts say unofficial rates are double that. Carlotta Gall is the Istanbul bureau chief, covering Turkey.",NEGATIVE,0.9990703463554382
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/4/28/turkeys-leader-erdogan-cancels-third-day-of-election-appearances,Turkey’s leader Erdogan cancels third day of election appearances,00:55,"Turkish President Recep Tayyip became ill during a TV interview with what Health Minister Fahrettin Koca later said was a ‘gastrointestinal infection’. Turkey’s Erdogan stops live TV interview over health incident Turkish President Recep Tayyip Erdogan has cancelled his election appearances for a third day after falling ill with what officials described as an intestinal infection. Erdogan is seeking a third presidential term in Turkey’s May 14 elections. Erdogan, who underwent intestinal surgery in 2011, has ruled Turkey since 2003, first as prime minister and as president since 2014.",NEGATIVE,0.9990623593330384
BBC,https://www.bbc.com/news/uk-england-birmingham-64628673,"Donate what you can, say quake victims' family",13 Feb 2023,"Victims of Turkey's devastating earthquake have ""lost everything"", say relatives who are collecting donations to send to the disaster zone. More than 35,000 people are believed to have died in two quakes that struck in Turkey and Syria a week ago. Mrs Aslan, 27, said her husband Mert was originally from the Turkish city of Incirlik, the site of a United States Air Force base, but had relatives in Adana, on the outskirts of the quake zone.",NEGATIVE,0.999061405658722
BBC,https://www.bbc.com/news/world-europe-64360528,Turkey condemns 'vile' Sweden Quran-burning protest,21 Jan 2023,"Turkey has condemned the burning of a copy of the Quran during a protest in Sweden, describing it as a ""vile act"". Turkey, which had appealed to Sweden to stop the protest, earlier called off a visit by Sweden's Defence Minister, Pal Jonson, saying the trip had ""lost its significance and meaning"". It was hoped the trip could dispel Ankara's objections to the Scandinavian country joining the Nato military alliance. Turkey has so far held up both Sweden and Finland's Nato applications. Turkey wants political concessions, including the deportation of critics of its President, Recep Tayyip Erdogan, and Kurds that it claims are terrorists. Turkey is already a Nato member, which means it can block another country from joining. Rasmus Paludan, a politician from the Danish far-right Stram Kurs (Hard Line) party, burnt a copy of the Quran during the protest on Saturday afternoon outside the Turkish embassy in Stockholm. Turkey is a majority Muslim country. Separate protests both in support of and against Turkey were also held in Stockholm. After Turkey cancelled the Swedish defence minister's trip, Mr Jonson tweeted: ""Our relations with Turkey are very important to Sweden, and we look forward to continuing the dialogue on common security and defence issues at a later date.""",NEGATIVE,0.9990540146827698
The New York Times,https://www.nytimes.com/2022/06/02/world/europe/turkiye-turkey-united-nations.html,"Now It’s Türkiye, Not Turkey, at the United Nations","June 2, 2022","The Turkish government wants the rest of the world to use the country’s own name for itself, and lose the association with a certain bird. Turkey has changed its name at the United Nations, in the biggest push yet by President Recep Tayyip Erdogan’s government to get the rest of the world to call the country by its Turkish language name, Türkiye (tur-KEE-yeh). The name isn’t new to the Turkish people, who have used it since their country was established in 1923 after the disintegration of the Ottoman Empire. The change at the United Nations was set in motion last winter by Mr. Erdogan, whose popularity has sagged since he was re-elected in 2018 and comes as his constituents grapple with soaring food prices and the plummeting value of the Turkish lira. “It is an attempt also to show to the Turkish public at home and to Turks living in Germany and other Western European countries that Erdogan has the power to assert his will beyond the political boundaries of the country,” said Mustafa Aksakal, a professor of history at Georgetown University in Washington.",NEGATIVE,0.9990262985229492
The New York Times,https://www.nytimes.com/video/world/100000007920589/flash-floods-death-missing-northern-turkey.html,Flash Floods Kill Over Two Dozen in Northern Turkey,"Aug. 13, 2021",new video loaded: Flash Floods Kill Over Two Dozen in Northern Turkey,NEGATIVE,0.9990115165710448
BBC,https://www.bbc.com/news/business-61332272,Turkey's cost of living soars nearly 70%,5 May 2022,"Consumer prices in Turkey soared nearly 70% in April from a year ago, hitting a two-decade high, official figures show. But Turkey's problems have been made worse by its president's reluctance to raise interest rates - a commonly used tool to help cool inflation. On a monthly basis, prices jumped 7.25% in April, according to data from the Turkish Statistical Institute. Turkey has seen a collapse in the value of the lira, as President Recep Tayyip Erdogan prioritises exports over currency stability. Facing pressure from the Turkish president, the country's central bank's has slashed rates to 14% from 19% since September. Tuba Canpolat, a former healthcare worker living in Istanbul, said her family was struggling to manage with only her husband's salary. ""I receive what we call unemployment benefits in Turkey but it is such a low number that it doesn't even meet my baby's monthly diaper needs,"" she told the BBC. But right now it's not possible for us to live on a salary of 5,000 Turkish liras while the rents are 3,000-4,000 Turkish liras."" However, he said much of the underlying reason for high inflation was ""Turkey's very odd monetary policies"".",NEGATIVE,0.9989662170410156
The Guardian,https://www.theguardian.com/world/2024/feb/02/2023-turkish-earthquake-then-and-now,Photography then and nowStill in ruins: the 2023 Turkish earthquake – then and now,2 Feb 2024 07.00 CET,"A 7.8-magnitude quake hit southern Turkey and northern Syria on 6 February 2023, killing more than 40,000 people and erasing entire cities. Over 65 nightmarish seconds of the pre-dawn hours of 6 February 2023, the ground swallowed swathes of entire cities across south-east Turkey resulting in more than 50,000 deaths. Bridges collapsed, roads and airport tarmacs cracked and millions of lives across 11 Turkish provinces were upturned by the time the rest of the country woke up, stunned. The Hatay region lost the same amount of buildings in seconds as it usually takes a decade to build, an Economic Policy Research Foundation of Turkey (Tepav) report found. “The cost of reconstruction and rehabilitation will have a significant and long-term negative impact on the Turkish economy.” Meanwhile, Turkey is no better prepared for another earthquake than it was one year ago, experts say.",NEGATIVE,0.9989620447158812
BBC,https://www.bbc.com/news/uk-57680723,"Another country has banned UK plastics, so what now?",2 Jul 2021,"Our investigation in March 2020 in the southern Turkish City of Adana found that although plastic that had been carefully sorted and separated by households in the UK was being sent to Turkey for recycling, it was, instead, being fly tipped and burned. Now Ankara has had enough - from today, 2 July, almost all imports of plastic waste are expected to be banned. Last year the UK sent more plastic packaging waste to Turkey than to any other country. In the first three months of this year Turkey took 49% of all exports - Poland was second and Holland third. The UK's recycling capacity is still only 75% of what was being sent to Turkey. The Turkey ban could lead to more recycling in the UK. But in the short term there is a fear that what the BBC found in Turkey may simply be duplicated somewhere else.",NEGATIVE,0.9989601373672484
The New York Times,https://www.nytimes.com/2022/10/15/world/europe/turkey-mine-explosion.html,Coal Mine Explosion in Turkey Kills at Least 41,"Oct. 15, 2022","ISTANBUL — The death toll from an explosion inside a coal mine in northern Turkey rose to at least 41 workers on Saturday, with 11 others injured, making it the worst mining disaster in the country in eight years. Ben Hubbard is the Istanbul bureau chief.",NEGATIVE,0.9989590644836426
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/12/11/uks-david-cameron-scolds-scottish-leader-humza-yousaf-over-erdogan-meeting,UK’s Cameron scolds Scottish leader over Erdogan meeting,11 Dec 2023,Cameron says a meeting between Scotland’s Hamza Yousaf and Turkish leader on the sidelines of COP28 breached protocol because a UK official was not present. Britain’s foreign secretary has warned he could withdraw cooperation with Scottish ministers if they hold future foreign meetings without United Kingdom representation after Scotland’s first minister Humza Yousaf met Turkey’s President Recep Tayyip Erdogan.,NEGATIVE,0.9989547729492188
BBC,https://www.bbc.com/news/world-europe-58746703,Man joins search party looking for himself,30 Sep 2021,"A missing man in Turkey accidentally joined his own search party for hours before realising he was the person they were looking for, local media reports.",NEGATIVE,0.9989383816719056
The New York Times,https://www.nytimes.com/2022/08/11/world/europe/erdogan-putin-turkey-russia-ukraine.html,Erdogan and Putin: Complicated Relations With Mutual Benefits,"Aug. 11, 2022","Turkey needs Russian cash, gas and business as Erdogan looks to a dicey election and a new incursion in Syria, while Moscow needs friends to try to evade Western sanctions. BRUSSELS — Turkey’s mercurial president, Recep Tayyip Erdogan, is in political difficulty before elections next year, with his economy imploding, a central bank nearly out of foreign exchange and volcanic inflation running at about 80 percent annually.",NEGATIVE,0.9989381432533264
The Guardian,https://www.theguardian.com/business/2023/feb/08/turkey-istanbul-stock-market-shuts-to-prevent-selloff-following-earthquake,Istanbul stock market shuts to prevent selloff after earthquake,8 Feb 2023 15.29 CET,"Turkey’s stock exchange closed this morning for the first time in 24 years to prevent a $35bn (£29bn) selloff this week from turning into a rout. “Our stock exchange has decided to halt trading in equities, futures and options markets,” Borsa Istanbul said in a statement after market-wide circuit breakers had halted trading twice. Investors were disenchanted with Turkey before the earthquake after a series of statements from president Recep Tayyip Erdoğan’s government that it would resist after the economic policies adopted by the big industrialised economies. The Turkish lira collapsed after Erdoğan forced the central bank to cut rates to spur growth as the country came out of the Covid-19 pandemic. Turkey’s annual inflation rate fell sharply in December, but only to 66.8% from 84% in the previous month before falling again in January to 58%. A Reuters poll found that most City economists believe inflation will still be as high as 43.2% by the end of 2023, double the level predicted by the finance ministry in Ankara. Before the earthquake, Turkey was expected to be forced to seek external funds to finance its growing current account deficit. The pressure from investors for a rise in interest rates – which is the price they demand for repatriating their funds back to Istanbul – is likely to become more intense after the earthquake. Shabbir Ansari, a senior insurance analyst at GlobalData, said: “The preliminary estimate of economic loss due to the current catastrophic event is more than $1bn, and it will take years for Turkish insurers to settle the insured losses. He said insurers in Turkey were already reeling under the pressure of high inflation that affected their profitability. As a result, Turkish property insurers are expected to register underwriting losses in 2023 and 2024,” he added. The benchmark Borsa Istanbul 100 Index has lost 16% this week, shedding almost $35bn from share values. Turkish stocks, which are this year’s worst performers globally, entered a technical bear market on Tuesday after falling more than 20% from their January high.",NEGATIVE,0.9989351630210876
